"","app_rate_g_cm2","application","body_weight_g","chemical","exp_duration","formulation","sample_id","soil_conc_ugg","soil_type","species","tissue_conc_ugg"
"97",5.7e-06,"Indirect",13.986,"Imid",8,0,"2_1_I",0.970934893,"PLE","American toad",0.018120187
"98",5.7e-06,"Indirect",18.1095,"Imid",8,0,"2_2_B",1.646094454,"PLE","American toad",0.050150934
"99",5.7e-06,"Indirect",8,"Imid",8,0,"2_5_I",1.347997271,"PLE","American toad",0.062813074
"100",5.7e-06,"Indirect",13.1817,"Imid",8,0,"2_6_C",0.205311904,"PLE","American toad",0.015920471
"101",5.7e-06,"Indirect",12.9241,"Imid",8,0,"2_6_E",2.997491181,"PLE","American toad",0.074721574
"102",5.7e-06,"Indirect",13.0377,"Imid",8,0,"2_7_I",0.785382305,"PLE","American toad",0.019896995
"103",5.7e-06,"Indirect",10.7167,"Imid",8,0,"2_2_A",1.293386968,"OLS","American toad",0.022283481
"104",5.7e-06,"Indirect",13.3005,"Imid",8,0,"2_2_C",0.727272814,"OLS","American toad",0.06442277
"105",5.7e-06,"Indirect",9.7913,"Imid",8,0,"2_4_A",1.123159241,"OLS","American toad",0.018261231
"106",5.7e-06,"Indirect",6.9639,"Imid",8,0,"2_4_G",1.0194954,"OLS","American toad",0.025467962
"107",5.7e-06,"Indirect",12.9804,"Imid",8,0,"2_6_I",1.035391151,"OLS","American toad",0.019752402
"108",5.7e-06,"Indirect",14.0828,"Imid",8,0,"2_7_F",0.478487305,"OLS","American toad",0.061677525
"109",1.1e-06,"Indirect",10.7426,"FipTOT",8,0,"3_1_A",1.725175021,"PLE","American toad",0.0321181
"110",1.1e-06,"Indirect",10.8321,"FipTOT",8,0,"3_1_I",1.34295,"PLE","American toad",0.16419294
"111",1.1e-06,"Indirect",23.3405,"FipTOT",8,0,"3_4_H",2.117466169,"PLE","American toad",0.113813046
"112",1.1e-06,"Indirect",11.3478,"FipTOT",8,0,"3_7_A",2.339183226,"PLE","American toad",0.055741733
"113",1.1e-06,"Indirect",11.2404,"FipTOT",8,0,"3_7_C",1.530006724,"PLE","American toad",0.129413289
"114",1.1e-06,"Indirect",7.3804,"FipTOT",8,0,"3_7_E",1.636974629,"PLE","American toad",0.035164703
"115",1.1e-06,"Indirect",8.5539,"FipTOT",8,0,"3_2_G",0.717592235,"OLS","American toad",0.16426118
"116",1.1e-06,"Indirect",12.178,"FipTOT",8,0,"3_3_A",1.047219343,"OLS","American toad",0.021762222
"117",1.1e-06,"Indirect",11.465,"FipTOT",8,0,"3_5_B",1.281327696,"OLS","American toad",0.114864224
"118",1.1e-06,"Indirect",13.1914,"FipTOT",8,0,"3_6_C",1.220139993,"OLS","American toad",0.208656204
"119",1.1e-06,"Indirect",11.7796,"FipTOT",8,0,"3_6_G",1.103307511,"OLS","American toad",0.230546973
"120",1.1e-06,"Indirect",9.0658,"FipTOT",8,0,"3_7_I",1.397009124,"OLS","American toad",0.210706877
"145",2.7e-06,"Indirect",12.4407,"TNDTOT",8,0,"0_1_B",5.213751666,"PLE","American toad",0.115492748
"146",2.7e-06,"Indirect",10.5903,"TNDTOT",8,0,"0_1_G",8.969771357,"PLE","American toad",0.089322481
"147",2.7e-06,"Indirect",13.9438,"TNDTOT",8,0,"0_2_F",5.190326785,"PLE","American toad",0.426705134
"148",2.7e-06,"Indirect",8.8434,"TNDTOT",8,0,"0_4_G",4.831822198,"PLE","American toad",0.119037947
"149",2.7e-06,"Indirect",9.5231,"TNDTOT",8,0,"0_5_C",3.108359096,"PLE","American toad",0.175676804
"150",2.7e-06,"Indirect",11.5642,"TNDTOT",8,0,"0_7_D",3.280654333,"PLE","American toad",0.165848057
"151",2.7e-06,"Indirect",13.2227,"TNDTOT",8,0,"0_2_B",3.389932459,"OLS","American toad",0.388854872
"152",2.7e-06,"Indirect",8.1326,"TNDTOT",8,0,"0_2_E",6.291932781,"OLS","American toad",0.369952253
"153",2.7e-06,"Indirect",10.8067,"TNDTOT",8,0,"0_2_I",4.692698035,"OLS","American toad",0.259962468
"154",2.7e-06,"Indirect",11.4182,"TNDTOT",8,0,"0_5_D",2.191303526,"OLS","American toad",0.486458171
"155",2.7e-06,"Indirect",12.0198,"TNDTOT",8,0,"0_6_I",6.594152401,"OLS","American toad",0.189434186
"156",2.7e-06,"Indirect",14.0841,"TNDTOT",8,0,"0_7_F",3.866282728,"OLS","American toad",0.273508383
"157",2.7e-06,"Indirect",15.0158,"TNDTOT",8,1,"0_1_C",3.806583386,"PLE","American toad",0.103279426
"158",2.7e-06,"Indirect",14.8152,"TNDTOT",8,1,"0_3_I",8.660951317,"PLE","American toad",0.071629345
"159",2.7e-06,"Indirect",13.8218,"TNDTOT",8,1,"3_4_A",2.629241417,"PLE","American toad",0.105756154
"160",2.7e-06,"Indirect",7.1089,"TNDTOT",8,1,"3_4_I",7.05712632,"PLE","American toad",0.026010568
"161",2.7e-06,"Indirect",7.9909,"TNDTOT",8,1,"3_6_A",5.763070813,"PLE","American toad",0.21362006
"162",2.7e-06,"Indirect",12.1126,"TNDTOT",8,1,"3_6_E",8.179491858,"PLE","American toad",0.141794761
"163",2.7e-06,"Indirect",11.4482,"TNDTOT",8,1,"3_1_H",3.623115759,"OLS","American toad",0.10558682
"164",2.7e-06,"Indirect",7.533,"TNDTOT",8,1,"3_3_C",6.887993016,"OLS","American toad",0.218474134
"165",2.7e-06,"Indirect",15.9483,"TNDTOT",8,1,"3_5_A",5.640249186,"OLS","American toad",0.119080734
"166",2.7e-06,"Indirect",10.4409,"TNDTOT",8,1,"3_6_B",3.11171161,"OLS","American toad",0.474085035
"167",2.7e-06,"Indirect",11.141,"TNDTOT",8,1,"3_6_D",3.832105687,"OLS","American toad",0.142626446
"168",2.7e-06,"Indirect",12.2923,"TNDTOT",8,1,"3_7_G",5.388595843,"OLS","American toad",0.04358855
"241",6.98e-05,"Indirect",7.5145,"Pendi",8,0,"3_2_G",10.58560279,"PLE","American toad",5.199951046
"242",6.98e-05,"Indirect",13.2906,"Pendi",8,0,"3_3_D",12.26733887,"PLE","American toad",1.811674231
"243",6.98e-05,"Indirect",10.0699,"Pendi",8,0,"3_3_H",13.10595638,"PLE","American toad",3.993612884
"244",6.98e-05,"Indirect",13.469,"Pendi",8,0,"3_4_B",22.90681995,"PLE","American toad",1.38470843
"245",6.98e-05,"Indirect",11.8384,"Pendi",8,0,"3_5_F",20.31371332,"PLE","American toad",2.758089025
"246",6.98e-05,"Indirect",11.6099,"Pendi",8,0,"3_7_H",8.079352476,"PLE","American toad",2.539315815
"247",6.98e-05,"Indirect",8.7943,"Pendi",8,0,"3_1_E",8.780199562,"OLS","American toad",2.917259067
"248",6.98e-05,"Indirect",12.498,"Pendi",8,0,"3_3_B",11.00768858,"OLS","American toad",4.729568549
"249",6.98e-05,"Indirect",14.8081,"Pendi",8,0,"3_3_G",6.310025314,"OLS","American toad",6.874438593
"250",6.98e-05,"Indirect",13.4299,"Pendi",8,0,"3_5_E",10.01366331,"OLS","American toad",1.492402712
"251",6.98e-05,"Indirect",13.5552,"Pendi",8,0,"3_5_H",13.91754836,"OLS","American toad",1.888097365
"252",6.98e-05,"Indirect",8.3589,"Pendi",8,0,"3_5_I",17.79580859,"OLS","American toad",4.287971426
"253",6.98e-05,"Indirect",13.5285,"Pendi",8,1,"0_1_A",8.724259234,"PLE","American toad",2.879433002
"254",6.98e-05,"Indirect",13.7458,"Pendi",8,1,"0_1_I",11.64651601,"PLE","American toad",3.750781295
"255",6.98e-05,"Indirect",11.4246,"Pendi",8,1,"0_4_H",11.21634881,"PLE","American toad",2.648653905
"256",6.98e-05,"Indirect",10.0043,"Pendi",8,1,"0_7_A",5.697537118,"PLE","American toad",2.314244032
"257",6.98e-05,"Indirect",13.4038,"Pendi",8,1,"1_7_C",6.758968643,"PLE","American toad",0.896933721
"258",6.98e-05,"Indirect",10.5726,"Pendi",8,1,"1_7_E",14.91187384,"PLE","American toad",5.703493109
"259",6.98e-05,"Indirect",17.4496,"Pendi",8,1,"1_2_G",16.05643523,"OLS","American toad",0.875538299
"260",6.98e-05,"Indirect",13.6417,"Pendi",8,1,"1_3_A",24.88780061,"OLS","American toad",1.356762725
"261",6.98e-05,"Indirect",9.9412,"Pendi",8,1,"1_5_B",10.84702222,"OLS","American toad",3.719878758
"262",6.98e-05,"Indirect",16.3062,"Pendi",8,1,"1_6_C",5.135481376,"OLS","American toad",1.277680298
"263",6.98e-05,"Indirect",11.3268,"Pendi",8,1,"1_6_G",8.871930181,"OLS","American toad",1.648936582
"264",6.98e-05,"Indirect",10.2275,"Pendi",8,1,"1_7_I",14.06687759,"OLS","American toad",1.540378381
